"","Location","Measure (Tonnes)","Year","Value","Flag.Codes"
"1643","CHL","TONNE",2017,1219747.097,""
"1644","CHL","TONNE",2018,1287232.58,""
"1645","CHL","TONNE",2019,1407289,""
"1646","CHL","TONNE",2020,1505486,""
"1647","CHL","TONNE",2021,1443520,""
"1648","CHL","USD",1995,583868700,""
"1649","CHL","USD",1996,829186650,""
"1650","CHL","USD",1997,959759000,""
"1651","CHL","USD",1998,1001543750,""
"1652","CHL","USD",1999,923838800,""
"1653","CHL","USD",2000,1266241200,""
"1654","CHL","USD",2001,1754904900,""
"1655","CHL","USD",2002,1688157300,""
"1656","CHL","USD",2003,2184186900,"E"
"1657","CHL","USD",2004,2817026300,"E"
"1658","CHL","USD",2005,3241068260,"E"
"1659","CHL","USD",2006,4411164890,"E"
"1660","CHL","USD",2007,4909122060,"E"
"1661","CHL","USD",2008,4549519870,"E"
"1662","CHL","USD",2009,4782733000,""
"1663","CHL","USD",2010,3769116560,"E"
"1664","CHL","USD",2011,6339611480,""
"1665","CHL","USD",2012,6002558785,""
"1666","CHL","USD",2013,7552968170,""
"1667","CHL","USD",2014,10309181290,""
"1668","CHL","USD",2015,6863402900,""
"1669","CHL","USD",2016,7901136500,""
"1670","CHL","USD",2017,10412179860,""
"1671","CHL","USD",2018,10498981544,""
"1672","CHL","USD",2019,10958060400,""
"1673","CHL","USD",2020,8462705230,""
"1674","CHL","USD",2021,9050788660,""
"1675","EST","TONNE",1995,315,""
"1676","EST","TONNE",1996,272,""
"1677","EST","TONNE",1997,260,""
"1678","EST","TONNE",1998,260,""
"1679","EST","TONNE",1999,200,""
"1680","EST","TONNE",2000,225,""
"1681","EST","TONNE",2001,467,""
"1682","EST","TONNE",2002,257,""
"1683","EST","TONNE",2003,372,""
"1684","EST","TONNE",2004,252,""
"1685","EST","TONNE",2005,555,""
"1686","EST","TONNE",2006,703,""
"1687","EST","TONNE",2007,772,""
"1688","EST","TONNE",2008,813,""
"1689","EST","TONNE",2009,653.6,""
"1690","EST","TONNE",2010,573.04,""
"1691","EST","TONNE",2011,388.34,""
"1692","EST","TONNE",2012,581.398,""
"1693","EST","TONNE",2013,733.214,""
"1694","EST","TONNE",2014,870.475,""
"1695","EST","TONNE",2015,798.7,""
"1696","EST","TONNE",2016,867.733,""
"1697","EST","TONNE",2017,870.461,"E"
"1698","EST","TONNE",2018,943.661,""
"1699","EST","TONNE",2019,1061.971,""
"1700","EST","TONNE",2020,1090.15,""
"1701","EST","TONNE",2021,849.46,""
"1702","TWN","TONNE",1995,286488,""
"1703","TWN","TONNE",1996,272336,""
"1704","TWN","TONNE",1997,270112,""
"1705","TWN","TONNE",1998,255205,""
"1706","TWN","TONNE",1999,263059,""
"1707","TWN","TONNE",2000,256385,""
"1708","TWN","TONNE",2001,313056,""
"1709","TWN","TONNE",2002,346965,""
"1710","TWN","TONNE",2003,363828,""
"1711","TWN","TONNE",2004,327437,""
"1712","TWN","TONNE",2005,307194,""
"1713","TWN","TONNE",2006,316165,""
"1714","TWN","TONNE",2007,325018,""
"1715","TWN","TONNE",2008,330861,""
"1716","TWN","TONNE",2009,290856,""
"1717","TWN","TONNE",2010,315225.6,""
"1718","TWN","TONNE",2011,319245.385,""
"1719","TWN","TONNE",2012,347900,""
"1720","TWN","TONNE",2013,351658.913,""
"1721","TWN","TONNE",2014,339170.962,""
"1722","TWN","TONNE",2015,313515.436,""
"1723","TWN","TONNE",2016,255271.16,""
"1724","TWN","TONNE",2017,283024.921,""
"1725","TWN","TONNE",2018,284382.257,""
"1726","TWN","TONNE",2019,292484.472,""
"1727","TWN","TONNE",2020,278503.175,""
"1728","TWN","TONNE",2021,274789.566,""
"1729","TWN","USD",1995,1379632416,""
"1730","TWN","USD",1996,1182270006,""
"1731","TWN","USD",1997,949838990,""
"1732","TWN","USD",1998,818394864,""
"1733","TWN","USD",1999,744990752,""
"1734","TWN","USD",2000,847705093,""
"1735","TWN","USD",2001,909850731,""
"1736","TWN","USD",2002,863998996,""
"1737","TWN","USD",2003,908657405,""
"1738","TWN","USD",2004,944250643,""
"1739","TWN","USD",2005,969563304,""
"1740","TWN","USD",2006,880540217,""
"1741","TWN","USD",2007,999808987,""
"1742","TWN","USD",2008,1070001216,""
"1743","TWN","USD",2009,915295261,""
"1744","TWN","USD",2010,1119281424,""
"1745","TWN","USD",2011,1373563855,""
"1746","TWN","USD",2012,1238582942,""
"1747","TWN","USD",2013,1352806003,""
"1748","TWN","USD",2014,1355795229,""
"1749","TWN","USD",2015,1211655747,""
"1750","TWN","USD",2016,1021758971,""
"1751","TWN","USD",2017,1164592839,""
"1752","TWN","USD",2018,1194102591,""
"1753","TWN","USD",2019,1127419413,""
"1754","TWN","USD",2020,1044309095,""
"1755","TWN","USD",2021,1128953276,"E"
"1756","THA","TONNE",1995,559504,""
"1757","THA","TONNE",1996,556155,""
"1758","THA","TONNE",1997,539817,""
"1759","THA","TONNE",1998,594579,""
"1760","THA","TONNE",1999,693762,""
"1761","THA","TONNE",2000,738155,""
"1762","THA","TONNE",2001,814121,""
"1763","THA","TONNE",2002,954608,""
"1764","THA","TONNE",2003,1064406,""
"1765","THA","TONNE",2004,1259984,""
"1766","THA","TONNE",2005,1304232,""
"1767","THA","TONNE",2006,1354297,""
"1768","THA","TONNE",2007,1370456,""
"1769","THA","TONNE",2008,1330861,""
"1770","THA","TONNE",2009,1416668,""
"1771","THA","TONNE",2010,1286122,""
"1772","THA","TONNE",2011,1202005.43,""
"1773","THA","TONNE",2012,1272700,""
"1774","THA","TONNE",2013,998117,""
"1775","THA","TONNE",2014,898564.86,""
"1776","THA","TONNE",2015,921023,""
"1777","THA","TONNE",2016,963573,""
"1778","THA","TONNE",2017,894974,""
"1779","THA","TONNE",2018,921313.13,""
"1780","THA","TONNE",2019,963266.54,""
"1781","THA","TONNE",2020,1012650,""
"1782","THA","TONNE",2021,989898,""
"1783","THA","USD",1995,1872318163,""
"1784","THA","USD",1996,1902617808,""
"1785","THA","USD",1997,1905584385,""
"1786","THA","USD",1998,1656544356,""
"1787","THA","USD",1999,2092228448,""
"1788","THA","USD",2000,2513846102,""
"1789","THA","USD",2001,1752063754,""
"1790","THA","USD",2002,1574996274,""
"1791","THA","USD",2003,1463011620,""
"1792","THA","USD",2004,1705030009,""
"1793","THA","USD",2005,1740627491,""
"1794","THA","USD",2006,1995811524,""
"1795","THA","USD",2007,2138578746,""
"1796","THA","USD",2008,2345592102,""
"1797","THA","USD",2009,2622727972,""
"1798","THA","USD",2010,2812976169,""
"1799","THA","USD",2011,3364587618,""
"1800","THA","USD",2012,3487230403,""
"1801","THA","USD",2013,2960677737,""
"1802","THA","USD",2014,2562211038,""
"1803","THA","USD",2015,2327329853,""
"1804","THA","USD",2016,2496930631,""
"1805","THA","USD",2017,2716572080,""
"1806","THA","USD",2018,3035322700,""
"1807","THA","USD",2019,3191790240,""
"1808","THA","USD",2020,3049913069,""
"1809","THA","USD",2021,2993667605,""
"1810","CHN","USD",1995,17227115905,""
"1811","CHN","USD",1996,19858681963,""
"1812","CHN","USD",1997,20596302895,"E"
"1813","CHN","USD",1998,21955530237,"E"
"1814","CHN","USD",1999,22795321247,"E"
"1815","CHN","USD",2000,24167790361,"E"
"1816","CHN","USD",2001,26018896528,"E"
"1817","CHN","USD",2002,28266503430,"E"
"1818","CHN","USD",2003,29600027307,"E"
"1819","CHN","USD",2004,30922863043,"E"
"1820","CHN","USD",2005,34413267855,"E"
"1821","CHN","USD",2006,38327778410,""
"1822","CHN","USD",2007,50404734874,"E"
"1823","CHN","USD",2008,62065848794,"E"
"1824","CHN","USD",2009,67452676288,"E"
"1825","CHN","USD",2010,76565452949,"E"
"1826","CHN","USD",2011,91803227829,"E"
"1827","CHN","USD",2012,105101852332,"E"
"1828","CHN","USD",2013,119426955440,"E"
"1829","CHN","USD",2014,131669153914,"E"
"1830","CHN","USD",2015,134347170230,"E"
"1831","CHN","USD",2016,143522238309,"E"
"1832","CHN","USD",2017,149025160650,"E"
"1833","CHN","USD",2018,154588568992,"E"
"1834","CHN","USD",2019,161125295434,"E"
"1835","CHN","USD",2020,167868467077,"E"
"1836","CHN","USD",2021,175310363521,"E"
"1837","COL","TONNE",1995,36630,""
"1838","COL","TONNE",1996,29990,""
"1839","COL","TONNE",1997,43710,""
"1840","COL","TONNE",1998,45933,""
"1841","COL","TONNE",1999,52947,""
"1842","COL","TONNE",2000,61786,""
"1843","COL","TONNE",2001,57660,"E"
"1844","COL","TONNE",2002,57160,"E"
"1845","COL","TONNE",2003,60895,""
"1846","COL","TONNE",2004,60072,""
"1847","COL","TONNE",2005,61000,"E"
"1848","COL","TONNE",2006,70132,""
"1849","COL","TONNE",2007,66565,"E"
"1850","COL","TONNE",2008,68200,"E"
"1851","COL","TONNE",2009,80623,""
"1852","COL","TONNE",2010,80367,""
"1853","COL","TONNE",2011,83681,""
"1854","COL","TONNE",2012,89654,""
"1855","COL","TONNE",2013,89398,"E"
"1856","COL","TONNE",2014,92002,"E"
"1857","COL","TONNE",2015,95857,""
"1858","COL","TONNE",2016,106685,"E"
"1859","COL","TONNE",2017,118485,"E"
"1860","COL","TONNE",2018,132756.22,""
"1861","COL","TONNE",2019,171025.445,""
"1862","COL","TONNE",2020,179350.99,""
"1863","COL","TONNE",2021,192521.003,""
"1864","LVA","TONNE",1995,525,""
"1865","LVA","TONNE",1996,380,""
"1866","LVA","TONNE",1997,345,""
"1867","LVA","TONNE",1998,425,""
"1868","LVA","TONNE",1999,468,""
"1869","LVA","TONNE",2000,325,""
"1870","LVA","TONNE",2001,463,""
"1871","LVA","TONNE",2002,430,""
"1872","LVA","TONNE",2003,637,""
"1873","LVA","TONNE",2004,545,""
"1874","LVA","TONNE",2005,542,""
"1875","LVA","TONNE",2006,565,""
"1876","LVA","TONNE",2007,729,""
"1877","LVA","TONNE",2008,584,""
"1878","LVA","TONNE",2009,517.2,""
"1879","LVA","TONNE",2010,548.8,""
"1880","LVA","TONNE",2011,545.5,""
"1881","LVA","TONNE",2012,574.54,""
"1882","LVA","TONNE",2013,643.21,""
"1883","LVA","TONNE",2014,686.28,""
"1884","LVA","TONNE",2015,862.85,""
"1885","LVA","TONNE",2016,788.077,""
"1886","LVA","TONNE",2017,807.94,""
"1887","LVA","TONNE",2018,829.66,""
"1888","LVA","TONNE",2019,608.64,""
"1889","LVA","TONNE",2020,717.45,""
"1890","LVA","TONNE",2021,901.4,""
"1891","LVA","USD",1995,1169000,""
"1892","LVA","USD",1996,648550,""
"1893","LVA","USD",1997,601140,""
"1894","LVA","USD",1998,570520,""
"1895","LVA","USD",1999,619650,""
"1896","LVA","USD",2000,413570,""
"1897","LVA","USD",2001,636180,""
"1898","LVA","USD",2002,538840,""
"1899","LVA","USD",2003,833560,""
"1900","LVA","USD",2004,541122,""
"1901","LVA","USD",2005,956490,""
"1902","LVA","USD",2006,1373475,""
"1903","LVA","USD",2007,2198907,""
"1904","LVA","USD",2008,2226781,""
"1905","LVA","USD",2009,1564598,""
"1906","LVA","USD",2010,1393936,""
"1907","LVA","USD",2011,1545731,""
"1908","LVA","USD",2012,1822488,""
"1909","LVA","USD",2013,2134054,""
"1910","LVA","USD",2014,2457118,""
"1911","LVA","USD",2015,2640868,""
"1912","LVA","USD",2016,2307728,""
"1913","LVA","USD",2017,2531533,""
"1914","LVA","USD",2018,2357025,""
"1915","LVA","USD",2019,1856368,""
"1916","LVA","USD",2020,2510021,""
"1917","LVA","USD",2021,3742655,""
"1918","COL","USD",1995,161043200,""
"1919","COL","USD",1996,137861830,""
"1920","COL","USD",1997,189792600,""
"1921","COL","USD",1998,190863300,""
"1922","COL","USD",1999,220864400,""
"1923","COL","USD",2000,257612400,""
"1924","COL","USD",2001,242180000,"E"
"1925","COL","USD",2002,246580000,"E"
"1926","COL","USD",2003,269200800,""
"1927","COL","USD",2004,277036100,""
"1928","COL","USD",2005,281800000,"E"
"1929","COL","USD",2006,317027900,""
"1930","COL","USD",2007,297920200,""
"1931","COL","USD",2008,293200000,"E"
"1932","COL","USD",2009,339327500,"E"
"1933","COL","USD",2010,261782100,""
"1934","COL","USD",2011,262340740,""
"1935","COL","USD",2012,285482200,"E"
"1936","COL","USD",2013,281754100,"E"
"1937","COL","USD",2014,291057000,"E"
"1938","COL","USD",2015,256616904,""
"1939","COL","USD",2016,247792011,"E"
"1940","COL","USD",2017,288389850,"E"
"1941","COL","USD",2018,390666795,""
"1942","COL","USD",2019,479714604,""
"1943","COL","USD",2020,585230429,""
"1944","COL","USD",2021,638507200,""
"1945","CHN","TONNE",1995,21152498,""
"1946","CHN","TONNE",1996,23465787,""
"1947","CHN","TONNE",1997,23747399,"E"
"1948","CHN","TONNE",1998,25671893,"E"
"1949","CHN","TONNE",1999,28000956,"E"
"1950","CHN","TONNE",2000,29749708,"E"
"1951","CHN","TONNE",2001,31102502,"E"
"1952","CHN","TONNE",2002,33160273,"E"
"1953","CHN","TONNE",2003,34891716,"E"
"1954","CHN","TONNE",2004,37172411,"E"
"1955","CHN","TONNE",2005,38943267,"E"
"1956","CHN","TONNE",2006,40911091.487,""
"1957","CHN","TONNE",2007,42530160.303,""
"1958","CHN","TONNE",2008,44072886.736,""
"1959","CHN","TONNE",2009,46062875.713,"E"
"1960","CHN","TONNE",2010,47789756.781,"E"
"1961","CHN","TONNE",2011,49147606.101,"E"
"1962","CHN","TONNE",2012,52082585.663,"E"
"1963","CHN","TONNE",2013,55029057.764,"E"
"1964","CHN","TONNE",2014,57320503.727,"E"
"1965","CHN","TONNE",2015,59368941.586,"E"
"1966","CHN","TONNE",2016,62318377.873,""
"1967","CHN","TONNE",2017,64358480.813,""
"1968","CHN","TONNE",2018,66135059.342,""
"1969","CHN","TONNE",2019,68423859,""
"1970","CHN","TONNE",2020,70483538.48,""
"1971","CHN","TONNE",2021,72805297,""
"1972","CRI","TONNE",1995,6756,""
"1973","CRI","TONNE",1996,6986,""
"1974","CRI","TONNE",1997,7000,""
"1975","CRI","TONNE",1998,7937,""
"1976","CRI","TONNE",1999,9324,""
"1977","CRI","TONNE",2000,9708,""
"1978","CRI","TONNE",2001,10520,""
"1979","CRI","TONNE",2002,17892,""
"1980","CRI","TONNE",2003,20546,""
"1981","CRI","TONNE",2004,24708,""
"1982","CRI","TONNE",2005,24038,""
"1983","CRI","TONNE",2006,19962,""
"1984","CRI","TONNE",2007,25765,""
"1985","CRI","TONNE",2008,27059,""
"1986","CRI","TONNE",2009,24754.3,""
"1987","CRI","TONNE",2010,26839,""
"1988","CRI","TONNE",2011,27713.5,""
"1989","CRI","TONNE",2012,27287,""
"1990","CRI","TONNE",2013,30352,""
"1991","CRI","TONNE",2014,26765.5,"E"
"1992","CRI","TONNE",2015,23559.5,"E"
"1993","CRI","TONNE",2016,22212,"E"
"1994","CRI","TONNE",2017,21124,"E"
"1995","CRI","TONNE",2018,21955,"E"
"1996","CRI","TONNE",2019,22046,"E"
"1997","CRI","TONNE",2020,16268.95,""
"1998","CRI","TONNE",2021,17309.4,""
"1999","CRI","USD",1995,35820500,""
"2000","CRI","USD",1996,35978800,""
"2001","CRI","USD",1997,36130800,""
"2002","CRI","USD",1998,35439238,""
"2003","CRI","USD",1999,38806941,""
"2004","CRI","USD",2000,32715000,""
"2005","CRI","USD",2001,35598000,""
"2006","CRI","USD",2002,65877500,""
"2007","CRI","USD",2003,69706000,""
"2008","CRI","USD",2004,80218000,""
"2009","CRI","USD",2005,80784100,""
"2010","CRI","USD",2006,70636200,""
"2011","CRI","USD",2007,83572600,""
"2012","CRI","USD",2008,86790200,"E"
"2013","CRI","USD",2009,50345533,"E"
"2014","CRI","USD",2010,57718459,"E"
"2015","CRI","USD",2011,61943695,"E"
"2016","CRI","USD",2012,62514088,"E"
"2017","CRI","USD",2013,69071006,"E"
"2018","CRI","USD",2014,58957174,"E"
"2019","CRI","USD",2015,54024298,"E"
"2020","CRI","USD",2016,56645395,"E"
"2021","CRI","USD",2017,52228244,"E"
"2022","CRI","USD",2018,52828147,"E"
"2023","CRI","USD",2019,52397624,"E"
"2024","CRI","USD",2020,41025193,""
"2025","CRI","USD",2021,96863362,""
"2026","EST","USD",1995,881294,""
"2027","EST","USD",1996,789618,""
"2028","EST","USD",1997,691564,""
"2029","EST","USD",1998,758338,""
"2030","EST","USD",1999,568350,""
"2031","EST","USD",2000,523936,""
"2032","EST","USD",2001,1299343,""
"2033","EST","USD",2002,761455,""
"2034","EST","USD",2003,1394509,""
"2035","EST","USD",2004,749570,""
"2036","EST","USD",2005,2639601,""
"2037","EST","USD",2006,3480728,""
"2038","EST","USD",2007,4380932,""
"2039","EST","USD",2008,4210678,""
"2040","EST","USD",2009,3115584,""
"2041","EST","USD",2010,2688641,""
"2042","EST","USD",2011,2183062,""
"2043","EST","USD",2012,3120289,""
"2044","EST","USD",2013,3725757,""
"2045","EST","USD",2014,4694612,""
"2046","EST","USD",2015,3772425,""
"2047","EST","USD",2016,4294462,""
"2048","EST","USD",2017,4202665,"E"
"2049","EST","USD",2018,4953766,""
"2050","EST","USD",2019,4196970,""
"2051","EST","USD",2020,4938915,""
"2052","EST","USD",2021,5113159,""
"2053","IDN","TONNE",1995,743092,""
"2054","IDN","TONNE",1996,881098,""
"2055","IDN","TONNE",1997,777547,""
"2056","IDN","TONNE",1998,747007,""
"2057","IDN","TONNE",1999,882989,""
"2058","IDN","TONNE",2000,993727,""
"2059","IDN","TONNE",2001,1076749,""
"2060","IDN","TONNE",2002,1137151,""
"2061","IDN","TONNE",2003,1228559,""
"2062","IDN","TONNE",2004,1468612,""
"2063","IDN","TONNE",2005,2124093,""
"2064","IDN","TONNE",2006,2479247,"E"
"2065","IDN","TONNE",2007,3137376,""
"2066","IDN","TONNE",2008,3854944,""
"2067","IDN","TONNE",2009,4712846.53,""
"2068","IDN","TONNE",2010,6277924.49,""
"2069","IDN","TONNE",2011,7937071.54,""
"2070","IDN","TONNE",2012,9599764.824,""
"2071","IDN","TONNE",2013,13301407.944,""
"2072","IDN","TONNE",2014,14375286.83,""
"2073","IDN","TONNE",2015,15649311.1,""
"2074","IDN","TONNE",2016,16002319.09,""
"2075","IDN","TONNE",2017,16118238,""
"2076","IDN","TONNE",2018,15771806,"E"
"2077","IDN","TONNE",2019,15425627.33,""
"2078","IDN","TONNE",2020,14845014.403,""
"2079","IDN","TONNE",2021,14606533.556,""
"2080","IDN","USD",1995,1961007050,""
"2081","IDN","USD",1996,2179811250,""
"2082","IDN","USD",1997,2063471700,""
"2083","IDN","USD",1998,1823930050,""
"2084","IDN","USD",1999,2203591300,""
"2085","IDN","USD",2000,2268269770,""
"2086","IDN","USD",2001,2418615200,""
"2087","IDN","USD",2002,1494530001,""
"2088","IDN","USD",2003,1715901369,""
"2089","IDN","USD",2004,2162849520,""
"2090","IDN","USD",2005,2329032080,""
"2091","IDN","USD",2006,2667752530,""
"2092","IDN","USD",2007,2862885690,""
"2093","IDN","USD",2008,3124626420,""
"2094","IDN","USD",2009,4025739545,""
"2095","IDN","USD",2010,6190614863,""
"2096","IDN","USD",2011,7481822436,""
"2097","IDN","USD",2012,8068890007,""
"2098","IDN","USD",2013,10683267270,""
"2099","IDN","USD",2014,10560749792,""
"2100","IDN","USD",2015,8761024015,""
"2101","IDN","USD",2016,11018976922,""
"2102","IDN","USD",2017,13436666892,""
"2103","IDN","USD",2018,13542888371,""
"2104","IDN","USD",2019,13283444220,""
"2105","IDN","USD",2020,12086502208,""
"2106","IDN","USD",2021,13749986383,""
"2107","ISR","TONNE",1995,16180,""
"2108","ISR","TONNE",1996,17553,""
"2109","ISR","TONNE",1997,18264,""
"2110","ISR","TONNE",1998,18556,""
"2111","ISR","TONNE",1999,18777,""
"2112","ISR","TONNE",2000,20098,""
"2113","ISR","TONNE",2001,21318,""
"2114","ISR","TONNE",2002,22256,""
"2115","ISR","TONNE",2003,20776,""
"2116","ISR","TONNE",2004,22303,""
"2117","ISR","TONNE",2005,22409,""
"2118","ISR","TONNE",2006,22117,""
"2119","ISR","TONNE",2007,21434,""
"2120","ISR","TONNE",2008,20017,""
"2121","ISR","TONNE",2009,19177,""
"2122","ISR","TONNE",2010,19895,""
"2123","ISR","TONNE",2011,20817,""
"2124","ISR","TONNE",2012,20342.4,""
"2125","ISR","TONNE",2013,22251.6,""
"2126","ISR","TONNE",2014,20166,""
"2127","ISR","TONNE",2015,19640,""
"2128","ISR","TONNE",2016,18914,""
"2129","ISR","TONNE",2017,17997,""
"2130","ISR","TONNE",2018,17025,"E"
"2131","ISR","TONNE",2019,16940,"E"
"2132","ISR","TONNE",2020,15280,"E"
"2133","ISR","TONNE",2021,14875,"E"
"2134","ISR","USD",1995,48905600,""
"2135","ISR","USD",1996,52470300,""
"2136","ISR","USD",1997,63414850,""
"2137","ISR","USD",1998,64385800,""
"2138","ISR","USD",1999,69866050,""
"2139","ISR","USD",2000,76392970,""
"2140","ISR","USD",2001,78932980,""
"2141","ISR","USD",2002,61910670,""
"2142","ISR","USD",2003,58974145,""
"2143","ISR","USD",2004,63916463,""
"2144","ISR","USD",2005,72651211,""
"2145","ISR","USD",2006,79386120,""
"2146","ISR","USD",2007,78984536,""
"2147","ISR","USD",2008,81535700,"E"
"2148","ISR","USD",2009,68799506,"E"
"2149","ISR","USD",2010,81480467,""
"2150","ISR","USD",2011,92756812,""
"2151","ISR","USD",2012,90390263,""
"2152","ISR","USD",2013,102847060,""
"2153","ISR","USD",2014,99222143,""
"2154","ISR","USD",2015,81919053,""
"2155","ISR","USD",2016,88189276,""
"2156","ISR","USD",2017,90316744,""
"2157","ISR","USD",2018,82937342,"E"
"2158","ISR","USD",2019,91744286,"E"
"2159","ISR","USD",2020,81641663,"E"
"2160","ISR","USD",2021,75971202,"E"
"2161","LTU","TONNE",1995,1714,""
"2162","LTU","TONNE",1996,1537,""
"2163","LTU","TONNE",1997,1516,""
"2164","LTU","TONNE",1998,1516,""
"2165","LTU","TONNE",1999,1650,""
"2166","LTU","TONNE",2000,1996,""
"2167","LTU","TONNE",2001,2001,""
"2168","LTU","TONNE",2002,1750,""
"2169","LTU","TONNE",2003,2356,""
"2170","LTU","TONNE",2004,2697,""
"2171","LTU","TONNE",2005,2013,""
"2172","LTU","TONNE",2006,2224,""
"2173","LTU","TONNE",2007,3377,""
"2174","LTU","TONNE",2008,3008,""
"2175","LTU","TONNE",2009,3421.6,""
"2176","LTU","TONNE",2010,3190.99,""
"2177","LTU","TONNE",2011,3279.61,""
"2178","LTU","TONNE",2012,3581.96,""
"2179","LTU","TONNE",2013,4210.88,""
"2180","LTU","TONNE",2014,3835.8,""
"2181","LTU","TONNE",2015,4450.17,""
"2182","LTU","TONNE",2016,4392.74,""
"2183","LTU","TONNE",2017,3749.07,""
"2184","LTU","TONNE",2018,3744.43,""
"2185","LTU","TONNE",2019,4214.648,""
"2186","LTU","TONNE",2020,4480.45,""
"2187","LTU","TONNE",2021,5137.71,""
"2188","LTU","USD",1995,2142500,""
"2189","LTU","USD",1996,2113375,""
"2190","LTU","USD",1997,2084500,""
"2191","LTU","USD",1998,2198200,""
"2192","LTU","USD",1999,2268750,""
"2193","LTU","USD",2000,2413625,""
"2194","LTU","USD",2001,2516800,""
"2195","LTU","USD",2002,2427136,""
"2196","LTU","USD",2003,3887771,""
"2197","LTU","USD",2004,4916296,""
"2198","LTU","USD",2005,5221808,""
"2199","LTU","USD",2006,5878419,""
"2200","LTU","USD",2007,9668292,""
"2201","LTU","USD",2008,9776108,""
"2202","LTU","USD",2009,9235797,""
"2203","LTU","USD",2010,8058802,""
"2204","LTU","USD",2011,10079772,""
"2205","LTU","USD",2012,9848369,""
"2206","LTU","USD",2013,12627405,""
"2207","LTU","USD",2014,11869435,""
"2208","LTU","USD",2015,11746809,""
"2209","LTU","USD",2016,13559121,""
"2210","LTU","USD",2017,13750402,""
"2211","LTU","USD",2018,14687156,""
"2212","LTU","USD",2019,15147851,""
"2213","LTU","USD",2020,15806894,""
"2214","LTU","USD",2021,19433417,""
"2215","PER","TONNE",1995,5771,""
"2216","PER","TONNE",1996,7724,""
"2217","PER","TONNE",1997,7931,""
"2218","PER","TONNE",1998,7175,""
"2219","PER","TONNE",1999,8788,""
"2220","PER","TONNE",2000,6596,""
"2221","PER","TONNE",2001,7551,""
"2222","PER","TONNE",2002,11532,""
"2223","PER","TONNE",2003,13621,""
"2224","PER","TONNE",2004,22114,""
"2225","PER","TONNE",2005,25981,""
"2226","PER","TONNE",2006,28393,""
"2227","PER","TONNE",2007,39531,""
"2228","PER","TONNE",2008,43120,""
"2229","PER","TONNE",2009,44317,""
"2230","PER","TONNE",2010,89021,""
"2231","PER","TONNE",2011,92200.35,""
"2232","PER","TONNE",2012,72292.85,""
"2233","PER","TONNE",2013,125692.89,""
"2234","PER","TONNE",2014,115271.42,""
"2235","PER","TONNE",2015,90976.46,""
"2236","PER","TONNE",2016,100187.15,""
"2237","PER","TONNE",2017,100458.36,""
"2238","PER","TONNE",2018,141224.38,""
"2239","PER","TONNE",2019,161278.604,""
"2240","PER","TONNE",2020,143829.723,""
"2241","PER","TONNE",2021,150817.595,""
"2242","PER","USD",1995,44140450,""
"2243","PER","USD",1996,60775350,""
"2244","PER","USD",1997,49886617,""
"2245","PER","USD",1998,42215716,""
"2246","PER","USD",1999,65813473,""
"2247","PER","USD",2000,37393815,""
"2248","PER","USD",2001,45138894,""
"2249","PER","USD",2002,71262208,""
"2250","PER","USD",2003,80639221,""
"2251","PER","USD",2004,119512114,""
"2252","PER","USD",2005,158440387,""
"2253","PER","USD",2006,174768358,""
"2254","PER","USD",2007,271845471,""
"2255","PER","USD",2008,298046577,""
"2256","PER","USD",2009,290343223,""
"2257","PER","USD",2010,662598147,""
"2258","PER","USD",2011,671623428,"E"
"2259","PER","USD",2012,471815720,""
"2260","PER","USD",2013,878209172,""
"2261","PER","USD",2014,778259626,""
"2262","PER","USD",2015,440590311,""
"2263","PER","USD",2016,479342002,""
"2264","PER","USD",2017,404520347,""
"2265","PER","USD",2018,632114291,"E"
"2266","PER","USD",2019,523313045,""
"2267","PER","USD",2020,421440262,""
"2268","PER","USD",2021,412771325,""
"2269","PHL","TONNE",1995,940619,""
"2270","PHL","TONNE",1996,1007677,""
"2271","PHL","TONNE",1997,984437,""
"2272","PHL","TONNE",1998,997841,""
"2273","PHL","TONNE",1999,1048679,""
"2274","PHL","TONNE",2000,1100902,""
"2275","PHL","TONNE",2001,1220456,""
"2276","PHL","TONNE",2002,1338394,""
"2277","PHL","TONNE",2003,1448504,""
"2278","PHL","TONNE",2004,1717028,""
"2279","PHL","TONNE",2005,1895848,""
"2280","PHL","TONNE",2006,2092274,""
"2281","PHL","TONNE",2007,2214785,""
"2282","PHL","TONNE",2008,2407698.098,""
"2283","PHL","TONNE",2009,2477392.44,""
"2284","PHL","TONNE",2010,2545967,""
"2285","PHL","TONNE",2011,2608120,""
"2286","PHL","TONNE",2012,2541965,""
"2287","PHL","TONNE",2013,2373386,""
"2288","PHL","TONNE",2014,2337605,""
"2289","PHL","TONNE",2015,2348159,""
"2290","PHL","TONNE",2016,2200912.247,""
"2291","PHL","TONNE",2017,2237787,""
"2292","PHL","TONNE",2018,2304360.747,""
"2293","PHL","TONNE",2019,2358238.377,""
"2294","PHL","TONNE",2020,2322831.427,""
"2295","PHL","TONNE",2021,2272527.54,""
"2296","PHL","USD",1995,1309372571,""
"2297","PHL","USD",1996,1272871686,""
"2298","PHL","USD",1997,942036342,""
"2299","PHL","USD",1998,640592045,""
"2300","PHL","USD",1999,742098000,""
"2301","PHL","USD",2000,734011307,""
"2302","PHL","USD",2001,719177097,""
"2303","PHL","USD",2002,695407160,""
"2304","PHL","USD",2003,668510059,""
"2305","PHL","USD",2004,794717100,""
"2306","PHL","USD",2005,903380486,""
