"","Location","Measure (Tonnes)","Year","Value","Flag.Codes"
"1","AUS","TONNE",1995,22395,""
"2","AUS","TONNE",1996,25323,""
"3","AUS","TONNE",1997,26543,""
"4","AUS","TONNE",1998,24570,""
"5","AUS","TONNE",1999,29601,""
"6","AUS","TONNE",2000,32083,""
"7","AUS","TONNE",2001,35883,""
"8","AUS","TONNE",2002,38908.037,""
"9","AUS","TONNE",2003,39927.4,""
"10","AUS","TONNE",2004,45083,""
"11","AUS","TONNE",2005,44852,""
"12","AUS","TONNE",2006,51649.48,""
"13","AUS","TONNE",2007,57936.12,""
"14","AUS","TONNE",2008,60804.08,""
"15","AUS","TONNE",2009,71672.163,""
"16","AUS","TONNE",2010,75678.85,""
"17","AUS","TONNE",2011,76662.49,""
"18","AUS","TONNE",2012,81832.82,""
"19","AUS","TONNE",2013,80061.471,""
"20","AUS","TONNE",2014,73177.49,""
"21","AUS","TONNE",2015,83074.9,""
"22","AUS","TONNE",2016,91596.891,""
"23","AUS","TONNE",2017,85335.483,""
"24","AUS","TONNE",2018,96131.687,""
"25","AUS","TONNE",2019,90879.907,""
"26","AUS","TONNE",2020,102674.9,""
"27","AUS","TONNE",2021,126206.338,""
"28","AUS","USD",1995,138926738,""
"29","AUS","USD",1996,169109756,""
"30","AUS","USD",1997,152725566,""
"31","AUS","USD",1998,122300181,""
"32","AUS","USD",1999,192150990,""
"33","AUS","USD",2000,253729466,""
"34","AUS","USD",2001,255158653,""
"35","AUS","USD",2002,262864370,""
"36","AUS","USD",2003,284096105,""
"37","AUS","USD",2004,375821910,""
"38","AUS","USD",2005,351835462,""
"39","AUS","USD",2006,435937172,""
"40","AUS","USD",2007,550348253,""
"41","AUS","USD",2008,597747114,""
"42","AUS","USD",2009,622509716,""
"43","AUS","USD",2010,726172130,""
"44","AUS","USD",2011,852699409,""
"45","AUS","USD",2012,969132342,""
"46","AUS","USD",2013,941627189,""
"47","AUS","USD",2014,714528621,""
"48","AUS","USD",2015,667973688,""
"49","AUS","USD",2016,753852106,""
"50","AUS","USD",2017,822430766,""
"51","AUS","USD",2018,930586713,""
"52","AUS","USD",2019,883319525,""
"53","AUS","USD",2020,971379052,""
"54","AUS","USD",2021,1266956510,""
"55","AUT","TONNE",1995,2918,""
"56","AUT","TONNE",1996,2949,""
"57","AUT","TONNE",1997,3018,""
"58","AUT","TONNE",1998,2909,""
"59","AUT","TONNE",1999,3067,""
"60","AUT","TONNE",2000,2847,""
"61","AUT","TONNE",2001,2393,""
"62","AUT","TONNE",2002,2333,""
"63","AUT","TONNE",2003,2233,""
"64","AUT","TONNE",2004,2267,""
"65","AUT","TONNE",2005,2420,""
"66","AUT","TONNE",2006,2503,""
"67","AUT","TONNE",2007,2539,""
"68","AUT","TONNE",2008,2087,""
"69","AUT","TONNE",2009,2141,""
"70","AUT","TONNE",2010,2167,""
"71","AUT","TONNE",2011,2904.3,""
"72","AUT","TONNE",2012,3125.5,""
"73","AUT","TONNE",2013,3237,""
"74","AUT","TONNE",2014,3390.3,""
"75","AUT","TONNE",2015,3503.4,""
"76","AUT","TONNE",2016,3483.4,""
"77","AUT","TONNE",2017,3861.9,""
"78","AUT","TONNE",2018,3991.6,""
"79","AUT","TONNE",2019,4255.025,""
"80","AUT","TONNE",2020,4541.911,""
"81","AUT","TONNE",2021,4920.413,""
"82","AUT","USD",1995,10736748,""
"83","AUT","USD",1996,10381440,""
"84","AUT","USD",1997,11423959,""
"85","AUT","USD",1998,11735135,""
"86","AUT","USD",1999,11195511,""
"87","AUT","USD",2000,11960535,""
"88","AUT","USD",2001,10960850,""
"89","AUT","USD",2002,10837300,""
"90","AUT","USD",2003,10339110,""
"91","AUT","USD",2004,10168700,""
"92","AUT","USD",2005,10913800,""
"93","AUT","USD",2006,15698700,""
"94","AUT","USD",2007,15956500,""
"95","AUT","USD",2008,18740000,""
"96","AUT","USD",2009,19357000,""
"97","AUT","USD",2010,26985900,""
"98","AUT","USD",2011,23528248,""
"99","AUT","USD",2012,23002084,""
"100","AUT","USD",2013,24499793,""
"101","AUT","USD",2014,26797880,""
"102","AUT","USD",2015,22436991,""
"103","AUT","USD",2016,24874794,""
"104","AUT","USD",2017,28616236,""
"105","AUT","USD",2018,31225136,""
"106","AUT","USD",2019,33320875,""
"107","AUT","USD",2020,35034592,""
"108","AUT","USD",2021,40581521,"E"
"109","BEL","TONNE",1995,846,""
"110","BEL","TONNE",1996,946,""
"111","BEL","TONNE",1997,846,""
"112","BEL","TONNE",1998,846,""
"113","BEL","TONNE",1999,1597,""
"114","BEL","TONNE",2000,1871,""
"115","BEL","TONNE",2001,1830,""
"116","BEL","TONNE",2002,1834,""
"117","BEL","TONNE",2003,1261,"E"
"118","BEL","TONNE",2004,739,""
"119","BEL","TONNE",2005,414,"E"
"120","BEL","TONNE",2006,128,""
"121","BEL","TONNE",2007,128,""
"122","BEL","TONNE",2008,126,"E"
"123","BEL","TONNE",2009,576,"E"
"124","BEL","TONNE",2010,539,"E"
"125","BEL","TONNE",2011,101,""
"126","BEL","TONNE",2012,277,"E"
"127","BEL","TONNE",2013,212,""
"128","BEL","TONNE",2014,214,""
"129","BEL","TONNE",2015,82,"E"
"130","BEL","TONNE",2016,44,""
"131","BEL","TONNE",2017,75,""
"132","BEL","TONNE",2018,111,""
"133","BEL","TONNE",2019,86,""
"134","BEL","TONNE",2020,209,""
"135","BEL","TONNE",2021,223,""
"136","BEL","USD",1995,4518294,""
"137","BEL","USD",1996,4687141,""
"138","BEL","USD",1997,3799650,""
"139","BEL","USD",1998,3799650,""
"140","BEL","USD",1999,5347000,""
"141","BEL","USD",2000,6140500,""
"142","BEL","USD",2001,6017500,""
"143","BEL","USD",2002,5455500,""
"144","BEL","USD",2003,3728000,"E"
"145","BEL","USD",2004,2159500,"E"
"146","BEL","USD",2005,1309500,"E"
"147","BEL","USD",2006,736649,""
"148","BEL","USD",2007,784834,""
"149","BEL","USD",2008,981683,"E"
"150","BEL","USD",2009,3786738,"E"
"151","BEL","USD",2010,4452656,"E"
"152","BEL","USD",2011,646200,""
"153","BEL","USD",2012,2811503,"E"
"154","BEL","USD",2013,1339845,"E"
"155","BEL","USD",2014,1351736,""
"156","BEL","USD",2015,599137,"E"
"157","BEL","USD",2016,487037,"E"
"158","BEL","USD",2017,774396,""
"159","BEL","USD",2018,993632,""
"160","BEL","USD",2019,602680,""
"161","BEL","USD",2020,1592256,""
"162","BEL","USD",2021,1711745,""
"163","CAN","TONNE",1995,65207,""
"164","CAN","TONNE",1996,72376,""
"165","CAN","TONNE",1997,81676,""
"166","CAN","TONNE",1998,91046,""
"167","CAN","TONNE",1999,112916,""
"168","CAN","TONNE",2000,127665,""
"169","CAN","TONNE",2001,153046,""
"170","CAN","TONNE",2002,172046,""
"171","CAN","TONNE",2003,167798,""
"172","CAN","TONNE",2004,145018,""
"173","CAN","TONNE",2005,154587,""
"174","CAN","TONNE",2006,171629,""
"175","CAN","TONNE",2007,152486,""
"176","CAN","TONNE",2008,155549,""
"177","CAN","TONNE",2009,155928,""
"178","CAN","TONNE",2010,162341,""
"179","CAN","TONNE",2011,169706,""
"180","CAN","TONNE",2012,184910,""
"181","CAN","TONNE",2013,168015,""
"182","CAN","TONNE",2014,139732,""
"183","CAN","TONNE",2015,187374,""
"184","CAN","TONNE",2016,200765,""
"185","CAN","TONNE",2017,191616,""
"186","CAN","TONNE",2018,191373,""
"187","CAN","TONNE",2019,187226,""
"188","CAN","TONNE",2020,171007,""
"189","CAN","TONNE",2021,191449,""
"190","CAN","USD",1995,232007815,""
"191","CAN","USD",1996,237685687,""
"192","CAN","USD",1997,238520556,""
"193","CAN","USD",1998,266909751,""
"194","CAN","USD",1999,355364563,""
"195","CAN","USD",2000,391730024,""
"196","CAN","USD",2001,470021593,""
"197","CAN","USD",2002,396525016,""
"198","CAN","USD",2003,397286468,""
"199","CAN","USD",2004,398907050,""
"200","CAN","USD",2005,583889139,""
"201","CAN","USD",2006,797615916,""
"202","CAN","USD",2007,703915944,""
"203","CAN","USD",2008,750477116,""
"204","CAN","USD",2009,702840965,""
"205","CAN","USD",2010,892870462,""
"206","CAN","USD",2011,846689851,""
"207","CAN","USD",2012,866081794,""
"208","CAN","USD",2013,921902631,""
"209","CAN","USD",2014,685914498,""
"210","CAN","USD",2015,756513201,""
"211","CAN","USD",2016,1017431036,""
"212","CAN","USD",2017,1074138397,""
"213","CAN","USD",2018,1091770992,""
"214","CAN","USD",2019,929122147,""
"215","CAN","USD",2020,780941531,""
"216","CAN","USD",2021,1073745722,""
"217","CZE","TONNE",1995,18679,""
"218","CZE","TONNE",1996,18200,""
"219","CZE","TONNE",1997,17560,""
"220","CZE","TONNE",1998,17231,""
"221","CZE","TONNE",1999,18775,""
"222","CZE","TONNE",2000,19475,""
"223","CZE","TONNE",2001,20098,""
"224","CZE","TONNE",2002,19210,""
"225","CZE","TONNE",2003,19670,""
"226","CZE","TONNE",2004,19384,""
"227","CZE","TONNE",2005,20455,""
"228","CZE","TONNE",2006,20431,""
"229","CZE","TONNE",2007,20447,""
"230","CZE","TONNE",2008,20395,""
"231","CZE","TONNE",2009,20071,""
"232","CZE","TONNE",2010,20420,""
"233","CZE","TONNE",2011,21010,""
"234","CZE","TONNE",2012,20763,""
"235","CZE","TONNE",2013,19357.4,""
"236","CZE","TONNE",2014,20135,""
"237","CZE","TONNE",2015,20200,""
"238","CZE","TONNE",2016,20952,""
"239","CZE","TONNE",2017,21685,""
"240","CZE","TONNE",2018,21751,""
"241","CZE","TONNE",2019,20986,""
"242","CZE","TONNE",2020,20401,""
"243","CZE","TONNE",2021,20991,""
"244","CZE","USD",1995,50174500,""
"245","CZE","USD",1996,48874550,""
"246","CZE","USD",1997,47230400,""
"247","CZE","USD",1998,46357950,""
"248","CZE","USD",1999,47000950,""
"249","CZE","USD",2000,48871650,""
"250","CZE","USD",2001,50512500,""
"251","CZE","USD",2002,33387596,""
"252","CZE","USD",2003,39050475,""
"253","CZE","USD",2004,39333596,""
"254","CZE","USD",2005,43911824,""
"255","CZE","USD",2006,44593401,""
"256","CZE","USD",2007,49724625,""
"257","CZE","USD",2008,61093717,""
"258","CZE","USD",2009,55037670,""
"259","CZE","USD",2010,53483157,""
"260","CZE","USD",2011,61680512,""
"261","CZE","USD",2012,53591539,""
"262","CZE","USD",2013,49565705,""
"263","CZE","USD",2014,50087982,""
"264","CZE","USD",2015,42134086,""
"265","CZE","USD",2016,44014388,""
"266","CZE","USD",2017,48892840,""
"267","CZE","USD",2018,53758131,""
"268","CZE","USD",2019,46851424,""
"269","CZE","USD",2020,45289909,""
"270","CZE","USD",2021,50738423,""
"271","DNK","TONNE",1995,44730,""
"272","DNK","TONNE",1996,41924,""
"273","DNK","TONNE",1997,39697,""
"274","DNK","TONNE",1998,42368,""
"275","DNK","TONNE",1999,42670,""
"276","DNK","TONNE",2000,43609,""
"277","DNK","TONNE",2001,41573,""
